employee_id,first_name,last_name,gender,birth_date,hire_date,department_id,job_level,employment_type,country,city,salary_clp
86,Emp0086,Silva,M,,,7.0,M1,Full-time,Chile,Valparaiso,2939266.0
87,Emp0087,Gonzalez,M,,,5.0,IC2,Full-time,Chile,Valparaiso,1410334.0
88,Emp0088,Perez,M,,,10.0,IC1,Full-time,Chile,Santiago,1039759.0
89,Emp0089,Munoz,M,,,3.0,IC3,Full-time,Chile,Concepcion,2177266.0
90,Emp0090,Munoz,F,,,1.0,IC1,Full-time,Chile,Santiago,910302.0
91,Emp0091,Soto,M,,,8.0,IC1,Full-time,Chile,Santiago,775101.0
92,Emp0092,Munoz,M,,,7.0,IC3,Part-time,Chile,Santiago,2790274.0
93,Emp0093,Munoz,M,,,3.0,IC2,Full-time,Chile,Concepcion,1474859.0
94,Emp0094,Soto,F,,,9.0,IC2,Full-time,Chile,Santiago,1682491.0
95,Emp0095,Castillo,F,,,2.0,M2,Full-time,Chile,Santiago,
96,Emp0096,Perez,F,,,3.0,IC1,Full-time,Chile,Valparaiso,1439412.0
97,Emp0097,Rojas,F,,,2.0,IC1,Full-time,Chile,Santiago,1141790.0
98,Emp0098,Silva,F,,,2.0,IC1,Full-time,Chile,Santiago,989031.0
99,Emp0099,Silva,F,,,8.0,IC1,Full-time,Chile,Santiago,991215.0
100,Emp0100,Rojas,M,,,8.0,IC3,Full-time,Chile,Valparaiso,2517352.0
101,Emp0101,Munoz,F,,,7.0,IC3,Full-time,Chile,Santiago,1561726.0
102,Emp0102,Rojas,M,,,9.0,IC3,Full-time,Chile,Santiago,2093952.0
103,Emp0103,Munoz,M,,,1.0,IC2,Full-time,Chile,Santiago,1570229.0
104,Emp0104,Gonzalez,M,,,7.0,IC2,Full-time,Chile,Concepcion,1567347.0
105,Emp0105,Munoz,M,,,2.0,IC1,Full-time,Chile,Valparaiso,1726328.0
106,Emp0106,Munoz,M,,,10.0,IC3,Full-time,Chile,Santiago,2215602.0
107,Emp0107,Munoz,M,,,7.0,IC3,Full-time,Chile,Concepcion,2547557.0
108,Emp0108,Silva,M,,,8.0,IC1,Full-time,Chile,Concepcion,1552914.0
109,Emp0109,Soto,M,,,6.0,M1,Full-time,Chile,Valparaiso,3367654.0
110,Emp0110,Silva,M,,,4.0,IC3,Contractor,Chile,Santiago,2131546.0
111,Emp0111,Perez,M,,,7.0,IC2,Full-time,Chile,Santiago,1278878.0
112,Emp0112,Munoz,M,,,9.0,IC3,Full-time,Chile,Valparaiso,2486355.0
113,Emp0113,Diaz,F,,,2.0,IC3,Full-time,Chile,Santiago,2711256.0
114,Emp0114,Soto,M,,,9.0,IC1,Full-time,Chile,Santiago,1236491.0
115,Emp0115,Diaz,M,,,8.0,IC1,Full-time,Chile,Santiago,1408362.0
116,Emp0116,Diaz,M,,,1.0,IC3,Contractor,Chile,Santiago,2947987.0
117,Emp0117,Gonzalez,M,,,10.0,M1,Full-time,Chile,Santiago,3409344.0
118,Emp0118,Rojas,M,,,2.0,IC3,Part-time,Chile,Santiago,2024842.0
119,Emp0119,Rojas,M,,,7.0,IC3,Full-time,Chile,Santiago,2312765.0
120,Emp0120,Gonzalez,F,,,2.0,IC3,Full-time,Chile,Concepcion,2642554.0
121,Emp0121,Soto,F,,,2.0,IC2,Contractor,Chile,Santiago,1537805.0
122,Emp0122,Silva,F,,,7.0,IC1,Part-time,Chile,Santiago,1476426.0
123,Emp0123,Silva,F,,,7.0,IC2,Full-time,Chile,Santiago,1583266.0
124,Emp0124,Soto,F,,,7.0,M1,Part-time,Chile,Santiago,3283587.0
125,Emp0125,Munoz,F,,,4.0,M1,Full-time,Chile,Concepcion,3112315.0
126,Emp0126,Diaz,M,,,9.0,M1,Full-time,Chile,Santiago,3239884.0
127,Emp0127,Gonzalez,M,,,1.0,IC1,Full-time,Chile,Concepcion,1153112.0
128,Emp0128,Munoz,F,,,9.0,IC2,Full-time,Chile,Antofagasta,1197865.0
129,Emp0129,Diaz,M,,,4.0,IC3,Full-time,Chile,Santiago,2189602.0
130,Emp0130,Silva,F,,,7.0,IC1,Full-time,Chile,Santiago,791698.0
131,Emp0131,Diaz,M,,,10.0,IC1,Full-time,Chile,Santiago,998223.0
132,Emp0132,Diaz,F,,,3.0,IC3,Full-time,Chile,Santiago,2101209.0
133,Emp0133,Gonzalez,M,,,5.0,IC3,Full-time,Chile,Santiago,2552955.0
134,Emp0134,Diaz,F,,,9.0,IC3,Part-time,Chile,Santiago,2555850.0
135,Emp0135,Munoz,M,,,9.0,IC2,Full-time,Chile,Santiago,1740074.0
136,Emp0136,Perez,F,,,3.0,IC2,Full-time,Chile,Santiago,1283088.0
137,Emp0137,Diaz,M,,,6.0,IC1,Full-time,Chile,Santiago,1075466.0
138,Emp0138,Gonzalez,F,,,4.0,IC1,Full-time,Chile,Santiago,763202.0
139,Emp0139,Perez,M,,,6.0,IC2,Full-time,Chile,Santiago,1563177.0
140,Emp0140,Soto,M,,,4.0,IC2,Full-time,Chile,Valparaiso,1761855.0
141,Emp0141,Castillo,M,,,1.0,M2,Full-time,Chile,Santiago,4748026.0
142,Emp0142,Rojas,M,,,10.0,IC2,Full-time,Chile,Santiago,1718211.0
143,Emp0143,Perez,M,,,7.0,IC1,Full-time,Chile,Santiago,1414618.0
144,Emp0144,Soto,F,,,5.0,IC1,Full-time,Chile,Valparaiso,1164939.0
145,Emp0145,Castillo,F,,,2.0,IC3,Full-time,Chile,Valparaiso,2241610.0
146,Emp0146,Munoz,F,,,1.0,IC1,Full-time,Chile,Santiago,1318415.0
147,Emp0147,Gonzalez,F,,,5.0,IC1,Full-time,Chile,Santiago,1326619.0
148,Emp0148,Rojas,M,,,7.0,IC2,Full-time,Chile,Santiago,1468957.0
149,Emp0149,Munoz,M,,,3.0,IC2,Part-time,Chile,Santiago,1694746.0
150,Emp0150,Gonzalez,M,,,8.0,IC3,Full-time,Chile,Santiago,2226422.0
151,Emp0151,Munoz,M,,,4.0,IC2,Full-time,Chile,Santiago,1097851.0
152,Emp0152,Perez,M,,,1.0,IC1,Full-time,Chile,Concepcion,1210027.0
153,Emp0153,Castillo,M,,,6.0,IC3,Full-time,Chile,Santiago,1976369.0
154,Emp0154,Perez,M,,,2.0,IC2,Full-time,Chile,Santiago,1682056.0
155,Emp0155,Soto,F,,,1.0,IC3,Full-time,Chile,Santiago,1916173.0
156,Emp0156,Silva,M,,,2.0,IC1,Full-time,Chile,Santiago,920083.0
157,Emp0157,Rojas,M,,,3.0,IC3,Part-time,Chile,Concepcion,2191600.0
158,Emp0158,Diaz,F,,,6.0,IC2,Full-time,Chile,Antofagasta,1900431.0
159,Emp0159,Diaz,F,,,10.0,IC2,Full-time,Chile,Santiago,1466621.0
160,Emp0160,Munoz,M,,,3.0,IC2,full time,Chile,Concepcion,1331257.0
161,Emp0161,Castillo,M,,,1.0,M2,Full-time,Chile,Santiago,4591086.0
162,Emp0162,Silva,M,,,2.0,IC1,Part-time,Chile,Santiago,
163,Emp0163,Soto,M,,,4.0,M1,Full-time,Chile,Santiago,3397640.0
164,Emp0164,Soto,F,,,3.0,M1,Full-time,Chile,Santiago,2947030.0
165,Emp0165,Soto,F,,,4.0,IC2,Full-time,Chile,Santiago,1652713.0
166,Emp0166,Munoz,M,,,10.0,IC2,Full-time,Chile,Santiago,2217392.0
167,Emp0167,Perez,M,,,4.0,IC2,Full-time,Chile,Santiago,1540180.0
168,Emp0168,Rojas,M,,,7.0,M2,Part-time,Chile,Antofagasta,4546683.0
169,Emp0169,Perez,M,,,7.0,IC3,Full-time,Chile,Santiago,1884740.0
170,Emp0170,Gonzalez,F,,,2.0,IC2,Part-time,Chile,Santiago,1386755.0
171,Emp0171,Gonzalez,M,,,3.0,IC1,Full-time,Chile,Concepcion,1214930.0
172,Emp0172,Gonzalez,F,,,5.0,M1,Full-time,Chile,Santiago,
173,Emp0173,Munoz,F,,,5.0,IC1,Part-time,Chile,Santiago,1253608.0
174,Emp0174,Silva,F,,,1.0,IC1,Part-time,Chile,Santiago,1206235.0
175,Emp0175,Silva,F,,,7.0,IC2,Full-time,Chile,Santiago,1270493.0
176,Emp0176,Soto,M,,,4.0,IC2,Full-time,Chile,Santiago,1853827.0
177,Emp0177,Silva,F,,,4.0,M1,Full-time,Chile,Santiago,2889329.0
178,Emp0178,Rojas,F,,,7.0,IC3,Full-time,Chile,Santiago,2108770.0
179,Emp0179,Castillo,M,,,10.0,IC1,Full-time,Chile,Santiago,1157371.0
180,Emp0180,Diaz,M,,,9.0,IC2,Full-time,Chile,Concepcion,1991756.0
181,Emp0181,Castillo,F,,,10.0,IC3,Full-time,Chile,Concepcion,2049031.0
182,Emp0182,Rojas,F,,,5.0,IC2,Full-time,Chile,Santiago,1636921.0
183,Emp0183,Soto,F,,,2.0,IC1,Full-time,Chile,Antofagasta,1139005.0
184,Emp0184,Silva,M,,,3.0,IC2,Full-time,Chile,Concepcion,1764340.0
185,Emp0185,Soto,F,,,4.0,IC3,Full-time,Chile,Concepcion,2596008.0
186,Emp0186,Soto,F,,,4.0,M2,Full-time,Chile,Valparaiso,4398981.0
187,Emp0187,Rojas,F,,,12.0,IC3,Contractor,Chile,Santiago,2552962.0
188,Emp0188,Soto,M,,,2.0,IC1,Part-time,Chile,Santiago,1432580.0
189,Emp0189,Rojas,F,,,2.0,IC3,Full-time,Chile,Concepcion,2745990.0
190,Emp0190,Perez,M,,,7.0,IC2,Full-time,Chile,Santiago,1725481.0
191,Emp0191,Silva,F,,,5.0,M1,Part-time,Chile,Concepcion,3239359.0
192,Emp0192,Silva,M,,,1.0,IC2,Part-time,Chile,Valparaiso,1481354.0
193,Emp0193,Diaz,F,,,6.0,IC1,Part-time,Chile,Santiago,735253.0
194,Emp0194,Perez,F,,,9.0,IC2,Full-time,Chile,Santiago,1530512.0
195,Emp0195,Castillo,F,,,5.0,IC2,Full-time,Chile,Antofagasta,$1.628.084
196,Emp0196,Gonzalez,M,,,4.0,IC1,Full-time,Chile,Santiago,1072627.0
197,Emp0197,Perez,M,,,3.0,IC3,Full-time,Chile,Valparaiso,2449429.0
198,Emp0198,Gonzalez,F,,,4.0,IC3,Full-time,Chile,Antofagasta,1936457.0
199,Emp0199,Perez,F,,,3.0,M1,Full-time,Chile,Santiago,3154506.0
200,Emp0200,Castillo,M,,,10.0,IC2,Full-time,Chile,Santiago,2098692.0
201,Emp0201,Perez,M,,,10.0,IC1,Full-time,Chile,Santiago,1348900.0
202,Emp0202,Castillo,F,,,4.0,IC2,Full-time,Chile,Concepcion,1754048.0
203,Emp0203,Soto,F,,,10.0,IC2,Full-time,Chile,Santiago,1697671.0
204,Emp0204,Silva,M,,,9.0,IC1,Full-time,Chile,Santiago,1008642.0
205,Emp0205,Soto,M,,,1.0,M1,Full-time,Chile,Santiago,2761482.0
206,Emp0206,Perez,M,,,5.0,M2,Part-time,Chile,Santiago,4614282.0
207,Emp0207,Munoz,M,,,7.0,IC1,Full-time,Chile,Santiago,487893.0
208,Emp0208,Castillo,M,,,5.0,IC3,Full-time,Chile,Santiago,2218611.0
209,Emp0209,Perez,F,,,5.0,IC3,Full-time,Chile,Concepcion,2299085.0
210,Emp0210,Munoz,M,,,5.0,IC2,Full-time,Chile,Santiago,1488202.0
211,Emp0211,Perez,F,,,7.0,IC3,Full-time,Chile,Concepcion,2842846.0
212,Emp0212,Silva,F,,,3.0,IC1,Full-time,Chile,Concepcion,1556086.0
213,Emp0213,Munoz,F,,,6.0,IC1,Part-time,Chile,Santiago,1358203.0
214,Emp0214,Soto,F,,,3.0,M2,Full-time,Chile,Santiago,4268668.0
215,Emp0215,Silva,M,,,9.0,IC3,Contractor,Chile,Santiago,2780354.0
216,Emp0216,Perez,F,,,1.0,IC2,Full-time,Chile,Santiago,1754742.0
217,Emp0217,Gonzalez,F,,,1.0,IC2,Full-time,Chile,Santiago,1364505.0
218,Emp0218,Gonzalez,M,,,1.0,M2,Full-time,Chile,Santiago,4508179.0
219,Emp0219,Soto,M,,,,IC2,Full-time,Chile,Santiago,1839644.0
220,Emp0220,Castillo,M,,,7.0,M1,Contractor,Chile,Santiago,3050280.0
221,Emp0221,Rojas,M,,,10.0,M1,Full-time,Chile,Santiago,3235133.0
222,Emp0222,Soto,M,,,5.0,IC2,Full-time,Chile,Santiago,1679119.0
223,Emp0223,Silva,F,,,2.0,IC3,Full-time,Chile,Santiago,2024786.0
224,Emp0224,Rojas,M,,,4.0,IC3,Contractor,Chile,Santiago,2232477.0
225,Emp0225,Silva,M,,,2.0,IC3,Full-time,Chile,Santiago,2043634.0
226,Emp0226,Perez,F,,,5.0,IC2,Full-time,Chile,Santiago,1817167.0
227,Emp0227,Munoz,F,,,8.0,IC1,Full-time,Chile,Santiago,872986.0
228,Emp0228,Diaz,F,,,1.0,IC1,Full-time,Chile,Santiago,1172951.0
229,Emp0229,Diaz,F,,,8.0,IC3,Full-time,Chile,Santiago,1952461.0
230,Emp0230,Rojas,F,,,3.0,IC3,Full-time,Chile,Santiago,2016641.0
231,Emp0231,Soto,F,,,7.0,IC3,Part-time,Chile,Antofagasta,2004530.0
232,Emp0232,Munoz,M,,,9.0,IC3,Full-time,Chile,Santiago,2227606.0
233,Emp0233,Gonzalez,M,,,8.0,IC1,Full-time,Chile,Santiago,1145095.0
234,Emp0234,Munoz,F,,,7.0,IC1,Full-time,Chile,Santiago,1191189.0
235,Emp0235,Soto,M,,,7.0,IC3,Full-time,Chile,Concepcion,1856941.0
236,Emp0236,Silva,F,,,2.0,IC2,Full-time,Chile,Concepcion,1557840.0
237,Emp0237,Silva,M,,,2.0,IC3,Part-time,Chile,Santiago,2112357.0
238,Emp0238,Soto,M,,,4.0,IC1,Full-time,Chile,Santiago,1233545.0
239,Emp0239,Perez,F,,,7.0,IC2,Full-time,Chile,Santiago,1533091.0
240,Emp0240,Silva,M,,,7.0,M1,Part-time,Chile,Valparaiso,3179792.0
241,Emp0241,Rojas,M,,,,IC1,Full-time,Chile,Santiago,913763.0
242,Emp0242,Diaz,M,,,4.0,IC1,Full-time,Chile,Concepcion,1531162.0
243,Emp0243,Gonzalez,M,,,9.0,IC3,Full-time,Chile,Santiago,1979105.0
244,Emp0244,Silva,M,,,5.0,IC3,Full-time,Chile,Santiago,2200067.0
245,Emp0245,Silva,F,,,3.0,M2,Full-time,Chile,Santiago,4526900.0
246,Emp0246,Gonzalez,M,,,8.0,M1,Full-time,Chile,Santiago,3137160.0
247,Emp0247,Munoz,M,,,2.0,IC3,Full-time,Chile,Santiago,2109016.0
248,Emp0248,Soto,M,,,5.0,IC1,Full-time,Chile,Valparaiso,647079.0
249,Emp0249,Munoz,F,,,8.0,IC2,Contractor,Chile,Santiago,1427123.0
250,Emp0250,Gonzalez,M,,,8.0,M1,Full-time,Chile,Santiago,2960154.0
251,Emp0251,Rojas,F,,,3.0,IC2,Part-time,Chile,Valparaiso,$2.019.806
252,Emp0252,Soto,M,,,2.0,M2,Full-time,Chile,Concepcion,5066174.0
253,Emp0253,Rojas,F,,,1.0,IC3,Part-time,Chile,Valparaiso,2287302.0
254,Emp0254,Perez,M,,,1.0,IC1,Part-time,Chile,Valparaiso,748811.0
255,Emp0255,Silva,M,,,9.0,IC2,Contractor,Chile,Santiago,1784511.0
256,Emp0256,Rojas,M,,,8.0,IC3,Full-time,Chile,Concepcion,2054731.0
257,Emp0257,Silva,M,,,6.0,IC1,Full-time,Chile,Santiago,962707.0
258,Emp0258,Gonzalez,F,,,6.0,IC2,Full-time,Chile,Concepcion,1442788.0
259,Emp0259,Rojas,M,,,4.0,IC3,Full-time,Chile,Concepcion,2174874.0
260,Emp0260,Diaz,M,,,2.0,IC1,Full-time,Chile,Santiago,1011320.0
261,Emp0261,Munoz,F,,,1.0,IC2,Part-time,Chile,Santiago,1271625.0
262,Emp0262,Rojas,F,,,7.0,IC3,Full-time,Chile,Valparaiso,2124497.0
263,Emp0263,Perez,F,,,1.0,IC3,Part-time,Chile,Santiago,2554986.0
264,Emp0264,Castillo,M,,,2.0,IC2,Full-time,Chile,Santiago,1591611.0
265,Emp0265,Castillo,M,,,8.0,M2,Part-time,Chile,Antofagasta,4531328.0
266,Emp0266,Diaz,M,,,6.0,M1,Contractor,Chile,Santiago,2641938.0
267,Emp0267,Soto,F,,,5.0,IC2,Part time,Chile,Santiago,1836946.0
268,Emp0268,Perez,M,,,3.0,IC1,Full-time,Chile,Santiago,928620.0
269,Emp0269,Diaz,F,,,2.0,IC3,Full-time,Chile,Santiago,2580992.0
270,Emp0270,Diaz,M,,,5.0,IC1,Full-time,Chile,Santiago,1138569.0
271,Emp0271,Perez,F,,,4.0,M1,Full-time,Chile,Concepcion,3059487.0
272,Emp0272,Gonzalez,M,,,6.0,IC3,Full-time,Chile,Santiago,1880553.0
273,Emp0273,Rojas,M,,,2.0,IC2,Full-time,Chile,Concepcion,2143711.0
274,Emp0274,Castillo,F,,,3.0,IC3,Full-time,Chile,Concepcion,$2.500.812
275,Emp0275,Soto,M,,,2.0,IC2,Full-time,Chile,Santiago,1815769.0
276,Emp0276,Soto,M,,,5.0,M1,Full-time,Chile,Concepcion,3654707.0
277,Emp0277,Soto,F,,,3.0,IC1,Full-time,Chile,Valparaiso,1156022.0
278,Emp0278,Munoz,F,,,3.0,M1,Contractor,Chile,Santiago,3538100.0
279,Emp0279,Gonzalez,M,,,6.0,IC1,Contractor,Chile,Santiago,980356.0
280,Emp0280,Gonzalez,F,,,5.0,IC3,Part-time,Chile,Santiago,2484395.0
281,Emp0281,Perez,F,,,3.0,M1,Full-time,Chile,Santiago,3042476.0
282,Emp0282,Soto,M,,,7.0,IC2,Full-time,Chile,Santiago,1474035.0
283,Emp0283,Silva,M,,,4.0,IC1,Full-time,Chile,Santiago,1124250.0
284,Emp0284,Soto,F,,,4.0,M1,Full-time,Chile,Concepcion,2883150.0
285,Emp0285,Soto,F,,,5.0,M1,Contractor,Chile,Valparaiso,3282356.0
286,Emp0286,Castillo,M,,,2.0,IC2,Full-time,Chile,Valparaiso,1522010.0
287,Emp0287,Rojas,M,,,5.0,IC2,Full-time,Chile,Antofagasta,1103110.0
288,Emp0288,Diaz,M,,,6.0,M1,Contractor,Chile,Santiago,3085585.0
289,Emp0289,Diaz,F,,,2.0,IC1,Part-time,Chile,Santiago,1013736.0
290,Emp0290,Soto,M,,,6.0,IC3,Full-time,Chile,Santiago,2513209.0
291,Emp0291,Munoz,M,,,1.0,IC2,Full-time,Chile,Santiago,1671299.0
292,Emp0292,Perez,F,,,7.0,IC1,Full-time,Chile,Santiago,1461868.0
293,Emp0293,Castillo,M,,,1.0,M1,Full-time,Chile,Valparaiso,3330027.0
294,Emp0294,Perez,M,,,2.0,IC2,Full-time,Chile,Santiago,1461510.0
295,Emp0295,Diaz,F,,,4.0,M1,Full-time,Chile,Santiago,3185410.0
296,Emp0296,Diaz,F,,,7.0,IC3,Full-time,Chile,Santiago,2212988.0
297,Emp0297,Munoz,M,,,8.0,IC2,Full-time,Chile,Santiago,1721993.0
298,Emp0298,Soto,F,,,5.0,IC2,Full-time,Chile,Santiago,1614956.0
299,Emp0299,Perez,F,,,2.0,IC2,Full-time,Chile,Santiago,1442860.0
300,Emp0300,Gonzalez,F,,,4.0,M1,Full-time,Chile,Concepcion,3202150.0
301,Emp0301,Perez,F,,,8.0,IC3,Full-time,Chile,Concepcion,2415295.0
302,Emp0302,Munoz,F,,,1.0,IC3,Full-time,Chile,Santiago,2048395.0
303,Emp0303,Gonzalez,M,,,8.0,IC2,Full-time,Chile,Santiago,$1.679.252
304,Emp0304,Castillo,F,,,4.0,IC2,Full-time,Chile,Santiago,1205329.0
305,Emp0305,Diaz,F,,,1.0,IC1,Full-time,Chile,Santiago,1376393.0
306,Emp0306,Rojas,M,,,7.0,IC3,Part-time,Chile,Santiago,2431795.0
307,Emp0307,Perez,F,,,1.0,IC2,Part-time,Chile,Santiago,2007321.0
308,Emp0308,Diaz,M,,,4.0,IC2,Contractor,Chile,Santiago,1320851.0
309,Emp0309,Perez,F,,,2.0,IC2,Contractor,Chile,Santiago,1883363.0
